"	""ID""	""Area""	""Group""	""a1""	""b1""	""c1""	""d1""	""a2""	""b2""	""c2""	""d2""	""a3""	""b3""	""c3""	""d3""	""a4""	""b4""	""c4""	""d4""	""a5""	""b5""	""c5""	""d5""	""a6""	""b6""	""c6""	""d6""	""a7""	""b7""	""c7""	""d7""	""a8""	""b8""	""c8""	""d8""	""a9""	""b9""	""c9""	""d9""	""a10""	""b10""	""c10""	""d10""	""a11""	""b11""	""c11""	""d11""	""a12""	""b12""	""c12""	""d12""	""a13""	""b13""	""c13""	""d13""	""a14""	""b14""	""c14""	""d14""	""a15""	""b15""	""c15""	""d15""	""a16""	""b16""	""c16""	""d16""	""a17""	""b17""	""c17""	""d17""	""a18""	""b18""	""c18""	""d18""	""a19""	""b19""	""c19""	""d19""	""a20""	""b20""	""c20""	""d20""	""a21""	""b21""	""c21""	""d21""	""a22""	""b22""	""c22""	""d22""	""a23""	""b23""	""c23""	""d23""	""a24""	""b24""	""c24""	""d24""	""a25""	""b25""	""c25""	""d25""	""a26""	""b26""	""c26""	""d26""	""a27""	""b27""	""c27""	""d27""	""a28""	""b28""	""c28""	""d28""	""a29""	""b29""	""c29""	""d29""	""a30""	""b30""	""c30""	""d30""	""a31""	""b31""	""c31""	""d31""	""a32""	""b32""	""c32""	""d32""	""a33""	""b33""	""c33""	""d33""	""a34""	""b34""	""c34""	""d34""	""a35""	""b35""	""c35""	""d35""	""a36""	""b36""	""c36""	""d36""	""a37""	""b37""	""c37""	""d37""	""a38""	""b38""	""c38""	""d38""	""a39""	""b39""	""c39""	""d39""	""a40""	""b40""	""c40""	""d40""	""a41""	""b41""	""c41""	""d41""	""a42""	""b42""	""c42""	""d42""	""a43""	""b43""	""c43""	""d43""	""a44""	""b44""	""c44""	""d44""	""a45""	""b45""	""c45""	""d45""	""a46""	""b46""	""c46""	""d46""	""a47""	""b47""	""c47""	""d47""	""a48""	""b48""	""c48""	""d48""	""a49""	""b49""	""c49""	""d49""	""a50""	""b50""	""c50""	""d50"""
"45	""KRP 51 lldm1 O_bw.txt""	7.12407	""N""	0.63413	0	0	0.50098	-0.00864	0.0084	0.00905	0.01162	0.03189	0.00935	0.01536	0.00553	-0.0059	0.00814	0.00093	-0.00549	0.00751	0.00852	-0.00617	0.01216	0.0018	0.0039	-0.00326	-0.00449	0.0003	0.00087	-0.00293	-0.00108	0.00203	0.00032	-0.00163	0.00106	0.00098	-0.00007	0.00036	-0.00047	0.00018	-0.00057	-0.00014	0.00047	0.00018	0.0004	0.0002	0.00056	0.00039	0	0.00034	-0.0004	-0.00024	0	-0.00079	0.00016	0.00031	0.00004	-0.00036	0.0003	0.00007	-0.00026	-0.00006	-0.00021	0.00007	-0.0002	0.00009	0.00012	-0.00006	-0.00001	0.00009	0.00012	0.00012	0.00003	-0.00009	-0.00005	0.00021	-0.0002	-0.00016	-0.00046	0.00023	-0.00024	-0.00042	-0.00022	0.00022	-0.00004	0.00024	0.00048	0.00031	-0.0002	0.00033	0.00004	0.00004	0.0001	-0.00011	-0.00023	0.00028	0.00004	-0.00003	-0.00005	0.00024	-0.00002	-0.00015	0	0.00022	0.00003	0.00008	0.00016	0.00012	-0.00001	0.00015	0.00011	0.00005	0.00008	-0.00002	0.0001	-0.00005	0.00006	-0.00006	0.00016	-0.00009	0.00006	-0.00009	0.00013	-0.00005	-0.00002	-0.00007	-0.00014	-0.0001	0.00005	0.00002	-0.00005	0.00011	0.00001	0.00004	-0.00008	-0.00005	0.00001	-0.00004	0.00001	0.00002	-0.00006	-0.00011	0.00013	-0.00002	0.00001	0.00005	-0.00009	0	-0.00007	0.00012	-0.00002	0	0.00004	0	0.00001	-0.00003	0.00004	0	0.00009	0.00004	0.00004	-0.00001	-0.00003	-0.00001	-0.00004	-0.0001	-0.00008	-0.00001	-0.00001	-0.00005	0.00009	0	-0.00009	-0.00002	0.00002	-0.00003	0	0.00007	-0.00004	0	-0.00007	0.00006	-0.00006	-0.00002	0	-0.00006	0.00004	0.00002	-0.00004	-0.00002	0.00006	-0.00001	0	0.00004	-0.00004	0.00001	-0.00004	0	-0.00001	0.00003	0	-0.00005	-0.00004"
"46	""La Ferrassie 8 lrdm1 O flipped_bw.txt""	6.84966	""N""	0.59647	0	0	0.53356	-0.0031	-0.00245	-0.00212	-0.00061	0.0084	0.00857	0.01074	0.01041	-0.00347	0.00412	0.00855	0.00198	-0.00099	0.00636	-0.00496	0.00042	-0.00315	0.00557	-0.00215	0.00014	-0.00107	0.0014	-0.00058	0.00021	0.00014	0.00119	-0.00216	-0.00244	0.00008	0.00078	-0.00025	-0.00124	0.00176	-0.00092	-0.00059	-0.00033	0.00084	0.00036	-0.00028	-0.0001	0.00141	-0.00076	0.0004	0.00008	0.00049	0.00042	0.00035	0.0001	0.00111	-0.00003	0.00032	0.00002	0.00068	0.00103	0.00029	-0.00062	0.00061	-0.00005	-0.00046	0.00036	0.0006	0.00097	-0.00042	0.00038	0.00002	-0.00019	0.00004	0.00021	0.00001	0.00067	-0.00007	0.0003	-0.00035	0.00001	0.00013	0.00024	-0.00005	0.00038	-0.00031	-0.00033	-0.0003	-0.00016	-0.00036	-0.00024	0.0001	0.00002	-0.00016	0.00013	-0.00013	-0.00043	-0.00006	0.00002	0.00011	-0.00019	-0.00011	-0.00012	-0.00011	-0.0004	0.00012	-0.00002	0.00023	-0.00027	0.00002	-0.00004	-0.00001	-0.00022	0.00006	0	0.00026	-0.00016	0.00011	0.00007	0	-0.00007	0.00004	0.00008	0.00022	-0.00004	-0.00005	0.00002	-0.00001	-0.00005	-0.00006	0.00001	0.00023	-0.00004	-0.00003	-0.00002	0.00001	-0.00001	0.00005	-0.00001	0.00015	0.00002	0.00007	0.0001	-0.00001	0.00013	0.00007	0.00003	-0.00004	0.00002	-0.00007	0.00009	0.00002	0.00008	-0.00011	-0.00008	-0.00008	0.00002	0.00005	-0.00004	0.00002	0.00003	0.00007	0.00009	0	0.00009	0.00006	-0.00007	-0.00003	0.00005	0	-0.00003	-0.00003	0.00004	-0.00006	0.00009	-0.00001	0.00003	0.00001	0.00001	-0.0001	-0.00004	-0.00002	0.00002	0	0.00003	0.00004	0	-0.00008	-0.00001	0.00004	-0.00003	0	0.00006	0.00001	0	-0.00006	-0.00002	-0.00003	0.00002	0.00001	-0.00001	-0.00009	-0.00002"
"47	""LV lrdm1 corrected flipped_bw.txt""	7.36847	""U""	0.62472	0	0	0.50799	-0.00296	-0.00428	-0.00894	0.00398	0.01713	0.00791	0.01216	0.02284	-0.00088	-0.00001	0.00934	-0.00409	-0.00037	0.00721	-0.0036	-0.00101	-0.00132	0.00297	-0.00118	0.00437	0.00101	0.00268	-0.00112	-0.00115	-0.00219	0.00106	-0.00052	-0.00102	0.00004	0.00032	-0.00134	0.00192	-0.00206	0.00034	-0.00044	0.00106	-0.00008	-0.00044	-0.00008	-0.00133	-0.00157	-0.00009	0.00011	-0.00115	0.00017	-0.00083	-0.00065	0.00044	-0.00016	0.00006	-0.00004	-0.00079	0.00013	-0.00041	0.00095	-0.00027	0.00032	-0.00024	-0.00011	0.00001	0.00024	0.00021	0.00018	-0.00006	0.00021	-0.00021	0.00015	0.00008	0.00009	0.00029	-0.00003	0.0004	-0.00006	-0.00011	0.00008	0.00028	0.00013	0.00013	-0.00008	-0.00037	-0.00017	-0.00004	-0.00008	0	0.00014	0	-0.00015	0.00021	0.00005	0.00012	0.00015	-0.00019	0	0.0003	0.00052	0.00008	0	-0.00004	-0.00026	0.00015	0.00004	0.00027	-0.00053	-0.00021	-0.00021	-0.00012	0.00005	0.00014	0.00011	-0.00018	-0.00007	0.0001	-0.00003	-0.00009	0.00003	-0.00035	0.00004	-0.00013	0.00012	-0.00005	0.00012	0	0.00011	0.00006	0.00007	0.00007	0.00014	0.00002	0.00001	-0.00009	-0.00014	0.00016	0.00002	0.00007	-0.0001	0.00001	-0.00005	-0.00014	-0.00002	-0.00006	-0.00006	-0.00003	-0.00001	0.00023	0.00006	-0.00012	0.00003	-0.00009	-0.00006	0.00002	-0.00001	-0.00025	0.00002	-0.00006	0.00003	0.00015	0.00013	0	-0.00004	-0.00001	0.00004	0	0.00001	-0.00013	0.00009	-0.00001	0.00006	0.00004	0.00005	-0.00003	-0.00003	0.00005	0.00004	0	-0.00008	0.00004	0.00004	-0.00005	0.00001	0	0	0.00001	0.00008	-0.00001	0	-0.00005	-0.00003	0.00004	0.00002	0.00005	-0.00005	0	0.00003	-0.00002	0.00005	-0.0001"
"48	""Madelene lldm1 O_bw.txt""	6.17943	""U""	0.6361	0	0	0.49852	0.0042	-0.00362	-0.00677	-0.00429	0.02061	0.00987	0.01311	0.02386	0.00435	-0.0026	0.0031	-0.00143	0.00427	0.00816	-0.00482	-0.00556	0.00113	-0.0013	-0.00113	0.00331	0.00462	0.00217	-0.00284	0.00082	-0.00046	-0.00068	0.00079	0.00004	0.00219	0.00033	0.00034	0.00125	-0.00044	-0.00026	-0.00046	0.00012	0.00101	0.00011	-0.00109	-0.00023	-0.00017	-0.00045	-0.00002	0.00001	0.00089	-0.00025	-0.00024	0.00014	-0.00025	-0.00043	0.00005	0.00038	0.00058	-0.0003	-0.00004	0.0001	-0.00024	-0.00046	-0.00013	-0.00017	0.00022	0.00001	0.00022	0.00035	-0.00012	-0.00054	-0.00006	0.00024	0.00002	0.0001	-0.00022	-0.00003	0.00003	-0.00061	0	-0.00036	0.00004	0.0001	0.00018	0.00011	0.00007	-0.00032	0.00039	0.00027	-0.00003	0.00001	-0.00023	0.00004	-0.00008	-0.00002	0.00012	0.00004	-0.00006	-0.00008	0.00004	0.00009	-0.00005	0.00006	0.00004	0.00004	-0.00002	-0.0001	-0.00005	-0.0001	-0.00007	-0.00004	-0.0001	0.00002	-0.00003	-0.0001	-0.00001	0.00011	-0.00011	-0.00008	0.00008	0.00005	-0.00005	-0.00008	0.00003	-0.00005	-0.00011	-0.00003	0.00001	-0.00007	-0.00002	-0.00003	0.00003	-0.00004	-0.00001	-0.00003	0.00005	-0.00004	-0.00002	0.00006	0.00012	0.00001	-0.00001	-0.00005	-0.00005	0.00003	-0.00004	0.00011	-0.00001	0.00003	0	-0.00003	0.00009	-0.00007	-0.00003	0.00004	-0.00007	-0.00005	0.00001	0.00005	0.00003	0.00003	-0.00004	-0.00002	-0.00004	0.00003	0.00001	0.00007	0.00001	0.00001	-0.00003	-0.00005	0.00001	-0.00004	-0.00003	0.00003	-0.00005	0.00004	0.00001	-0.00007	-0.00009	-0.00004	-0.00008	0	0.00002	0.00002	0.00001	-0.00006	0.00007	0.00002	-0.00009	-0.00001	-0.00005	-0.00001	0.00001	-0.00001	0.00002	-0.00004	-0.00002	-0.00002	0.00003	-0.00009"
"49	""Mezmaskaiya lldm1 O_bw.txt""	5.80113	""N""	0.62472	0	0	0.5083	-0.00669	0.00187	0.0005	0.01149	0.01508	0.00402	0.00755	0.02355	-0.0091	-0.00129	-0.00283	0.00426	0.00096	0.00207	-0.00341	-0.00579	-0.00645	-0.00332	-0.00319	-0.00213	0.00234	0.00116	0.00149	0.00161	-0.00242	-0.00336	0.00072	-0.00128	0.00067	0.00272	0.00229	0.00095	-0.00005	-0.00132	0.00147	-0.00161	0.00011	0.00244	-0.00239	-0.00001	0.00038	0.00037	0.0007	0.00084	0.00057	0.00116	0.00058	-0.00005	0.00008	0.00045	-0.00004	-0.00069	0.00017	0.00045	-0.00134	0.00002	0.00031	0.00018	0.00004	0.00025	-0.00019	0.0001	0.0006	0.00049	0.00014	-0.00037	-0.00025	0.00009	-0.00023	0.00005	-0.00043	-0.00057	-0.00012	-0.00037	0.00009	0.00041	0.00004	-0.00029	-0.00019	0.00024	0	-0.00012	0.00024	-0.00058	-0.00016	-0.00026	0.00021	0.00002	0.0002	0.0001	0.00002	0.00027	-0.00029	0.00012	0.00018	0.00001	0.00009	0.00008	-0.00005	0	-0.00017	0.00026	0.00003	-0.00006	-0.00006	0.00008	0.00002	0.00009	-0.00003	0.00003	-0.00035	-0.00018	-0.0001	0.00006	-0.00005	0.00012	0.00009	-0.0001	0.00022	0.00002	-0.00001	-0.00008	-0.00009	-0.00022	0.00001	-0.00007	-0.00016	0.00007	0.00009	-0.00004	0.0001	0.00016	0.00006	-0.00007	0.00016	-0.00012	-0.00003	-0.00004	-0.00008	-0.00003	0.00004	-0.00004	-0.00007	0.00011	-0.00005	0.00002	0.00006	0.00003	0.00001	-0.00009	0.00001	-0.00005	-0.00003	-0.00003	-0.00006	-0.00009	-0.00002	-0.00002	0.00004	0.00005	0.00004	-0.00013	-0.00011	-0.00004	-0.00003	0.00001	0	0	0.00004	-0.00006	0.00016	0.00006	0.00004	-0.00005	-0.00008	-0.00008	0	0.00002	-0.00005	-0.00004	0.00004	0	0.00007	0.0001	0.00002	0.00006	0.00011	0.00005	0.00003	0.00006	0.00003	-0.0001	0.00002	0.00004	-0.0001	-0.00005"
"50	""Molare lrdm1 O flipped_bw.txt""	7.77249	""N""	0.62023	0	0	0.51216	-0.01057	-0.00264	-0.00768	0.01312	0.0103	0.00757	0.01153	0.02777	-0.00766	-0.00402	0.00075	-0.0026	-0.0056	0.00551	-0.00623	-0.00308	-0.00303	-0.00125	0.00067	-0.00156	-0.001	0.003	0.00253	-0.00211	-0.00082	-0.00031	0.00105	-0.00033	-0.00033	0.0018	-0.00193	0.00089	-0.0005	0.00024	-0.00009	0.00074	-0.00032	0.00032	0.00021	0	-0.00012	-0.00035	-0.00038	-0.0008	-0.00045	-0.00013	-0.00031	-0.00036	0.0002	-0.00058	-0.00003	0.00008	-0.00022	-0.00018	0.00034	0.00022	0.00003	-0.0007	0.00005	0.0005	-0.00042	-0.00014	-0.00005	-0.00004	-0.00012	-0.00046	-0.00017	-0.00034	-0.00035	0.00009	0.00011	0.0001	0.00026	-0.00019	0.00037	-0.00015	-0.0002	0.0001	0.00003	-0.00023	0.00012	0.00019	0.00013	0.00036	0.00001	0.00004	-0.00017	0.00011	0.00021	0.00036	0.00013	-0.00027	0.00005	-0.00032	-0.00022	-0.00023	0.00021	0.00018	-0.00044	0.00015	-0.00007	-0.00026	0.00026	0.0004	0.00022	0.00001	0.00027	-0.00006	-0.00018	-0.00014	0.00009	-0.00022	0.00013	0.00001	-0.00027	0	-0.00009	-0.00001	-0.00007	0.00006	0.00008	-0.00017	-0.00004	0.00012	-0.00006	0.00005	0.00026	-0.00008	-0.00005	-0.00019	-0.00005	-0.00001	0.00004	0.00017	-0.00006	-0.00004	0.00003	-0.00018	0	-0.00008	0.00006	0.00006	-0.00008	0.00002	-0.00002	-0.00011	0.00006	0.00015	0.00002	0.00002	0	0.00003	-0.00004	-0.00005	0.00005	-0.00005	0.00004	0	0.00001	-0.00007	-0.00001	-0.00002	-0.00005	-0.00001	0.00006	-0.00003	-0.00008	0.00004	0.00003	0.00001	0.00013	-0.00001	0.00003	-0.00006	0.00002	0.00001	0.00005	0.00007	-0.00004	-0.00004	0.00002	-0.00002	0	-0.00002	0.00004	0.00001	-0.00004	0.00005	-0.00001	-0.00001	0.00001	0.00005	-0.00003	0.00001	0.00003	0.00003"
"51	""PB1009 lrdm1 corrected_bw.txt""	6.4138	""R""	0.6065	0	0	0.52411	0.00243	-0.0048	-0.00666	-0.00341	0.01226	0.0052	0.00686	0.01702	0.0048	0.00348	0.01205	-0.00271	-0.00165	0.00537	-0.00149	0.00013	0.00298	0.00243	-0.00795	0.00182	-0.0003	0.00261	-0.00037	-0.00096	0.00011	-0.00124	0.0017	0.00129	0.0011	0.00059	-0.00157	-0.00078	-0.00129	0.00014	0.00009	0.00032	0.00085	-0.00012	0.0006	0.0002	-0.00067	0.00046	0.00048	-0.00064	0.00032	0.00018	-0.00006	0.0005	-0.00043	0.00033	-0.00061	0.00044	-0.00061	0.00022	-0.00003	0.00052	-0.00022	-0.00019	-0.00008	-0.00047	-0.00058	-0.00003	-0.00017	-0.00044	0.00031	-0.00016	0.00019	-0.00027	-0.00008	0.00024	0.00036	-0.00022	0.00002	0.00008	0.00013	0.0005	0.00001	0.00003	-0.00041	0.00008	-0.00032	0.00008	-0.00001	-0.00007	0.00011	-0.00019	0.00012	-0.0001	-0.00014	0.00012	0.00002	-0.00007	0.00008	-0.00001	0.00005	0.00008	-0.00004	-0.00002	-0.0002	-0.00015	-0.00001	0.00007	0.0001	0.00001	0.0001	-0.00005	0.00014	0.00003	-0.00007	0.00013	-0.00005	0.00004	0.00003	-0.00003	-0.00004	0.00006	0.00007	0	-0.00011	-0.00024	0.00004	-0.00006	-0.00001	-0.00004	0.00014	-0.00002	0.00003	0.00016	0.00004	-0.00002	-0.00002	0	-0.00002	0.00001	0.00004	0.00002	0.00003	-0.00012	-0.00007	-0.00002	0.00005	0.00001	-0.00002	-0.00009	0.00005	-0.00003	0.00011	0.00002	0.00006	0.00002	0.00002	0.00007	0.00003	0.00003	0.00002	0.00004	0.00003	0	-0.00008	-0.00005	-0.00003	0.00002	-0.00004	0.00004	0.00003	-0.00004	0.00003	0.00006	0	0	0	-0.00007	0.00001	0.00001	0.00003	-0.00003	-0.00004	-0.00001	0	0.00009	0.00002	0.00002	-0.00005	0.00002	-0.00006	0	-0.00002	-0.00003	0.00002	0	0.00001	-0.00003	0	-0.00002	0.00002	-0.00007"
"52	""PB1046 lrdm1 flipped_bw.txt""	7.23358	""R""	0.61681	0	0	0.51578	-0.00723	-0.00212	-0.00445	0.01545	0.02848	0.01144	0.01598	0.00095	-0.00613	0.00007	0.00628	-0.00474	0.00767	0.00761	-0.01126	0.0094	-0.00211	0.00349	0.0008	0.00113	0.00277	-0.00144	-0.00166	-0.00247	-0.00145	0.00134	-0.00088	-0.00174	0.00191	-0.00086	-0.00001	0.00258	0.00022	0.00068	-0.00023	-0.00089	-0.00028	-0.00121	-0.00039	0.00061	0.00029	0.00001	-0.00055	-0.0002	0.00015	-0.00069	0.0005	-0.00037	0.00025	-0.00039	-0.0002	0.00004	0.00014	-0.00029	0.00018	0.00025	0.00003	0.0001	0.00041	0.00015	0.00007	-0.0003	0.00009	0.00004	0.00009	0.00018	-0.00027	0.00003	0	-0.00015	-0.00008	0.00006	0.00005	-0.00011	-0.00023	0.00014	0.00006	-0.00027	-0.00009	-0.00014	0.00008	-0.00015	0.00012	-0.00024	0.00018	-0.0002	0.00016	-0.00006	0.00011	0	0.00008	0.00018	0.00009	-0.00005	0.00007	0.00017	-0.00002	0.00002	-0.00004	0.00004	-0.00004	-0.00004	0.00001	0.00003	-0.00003	-0.00004	-0.00009	0.00002	-0.00005	0.00003	0.00006	0.00001	-0.00003	-0.00003	0.00007	-0.00002	-0.00001	0.00006	0.00001	-0.00004	0.00001	-0.00001	-0.00006	0.00001	0.00003	-0.00001	-0.00009	-0.00002	-0.00004	-0.00007	-0.00002	0.00006	0.00004	-0.00005	0.00005	-0.00004	-0.00001	-0.00006	0.00003	-0.00007	0.00001	0.00005	0.00007	0.00004	0.00002	-0.00003	0	0.00001	-0.00001	0.00006	-0.00004	0.00003	0.00005	-0.00005	0.00002	-0.00008	0	0.00001	-0.00004	-0.00001	0.00005	0.00002	0.00006	0.00008	-0.00002	-0.00001	-0.00001	0.00003	-0.00001	0.00004	-0.00003	-0.00001	-0.00004	-0.00003	0.00001	-0.00002	0.00001	0	-0.00003	0	0	0.00001	0.00003	-0.00001	0	-0.00001	0	0.00003	-0.00001	0.00001	-0.00001	-0.00001	-0.00002	-0.00004	-0.00004	-0.00001"
"53	""PB1132 lrdm1 corrected flipped_bw.txt""	6.84424	""R""	0.63669	0	0	0.49828	-0.00814	-0.00683	-0.01108	0.01483	0.02661	0.00788	0.01085	0.01634	-0.00793	-0.00079	0.00961	-0.00212	0.0034	0.00514	-0.00632	0.00561	-0.00318	0.00346	-0.00006	-0.00139	0.00099	0.0017	0.00059	-0.00175	-0.00093	0.00171	-0.0004	-0.00101	0.00117	0.00071	-0.00159	0.00084	-0.00008	0.00068	-0.00084	-0.00057	0.0004	-0.00034	0.00006	0.0003	-0.00005	-0.00005	0	0.00043	0.00038	-0.00017	0.00012	-0.00035	-0.00012	-0.00007	0.00001	-0.00047	0.0004	-0.00011	0.00012	-0.00004	0.00008	-0.00002	0.00001	0.00023	0.00028	0.0001	0.0001	0.00006	-0.00019	-0.00004	0.00007	0.00004	0.00023	-0.00003	-0.00038	0.00007	-0.0002	0.00015	0.00017	-0.00001	0.00007	-0.00019	-0.00001	0.00006	-0.00015	0.00019	-0.00004	-0.00004	0.00009	0.0001	0.00045	0	-0.00004	0.00023	0.00011	-0.00022	0.00001	0.00014	-0.00027	0.00013	0.00004	0.00017	-0.00022	0.00006	-0.00003	0.00003	0.00014	-0.00005	-0.00003	-0.00007	-0.00014	0.00012	-0.00005	0.00016	0.00009	0.00002	-0.00009	-0.00006	0.0001	-0.00003	0.00005	0.00012	-0.00004	-0.00016	-0.00005	0	0.00003	-0.00003	0.00007	0.00002	-0.00016	0.00003	-0.00006	-0.00001	-0.00003	0.00003	0.00003	-0.00004	0.00002	0.00002	-0.00009	0.00003	0.00013	0.00002	0.00001	0.00003	0.00007	0	-0.0001	0.00012	0.00002	-0.00002	0.00001	0.00007	0.00002	0.00002	-0.00001	0.00009	-0.00005	-0.0001	0.00002	0.00005	-0.00003	-0.00002	-0.00001	-0.00004	-0.00014	0.00009	0.00001	0.00005	0.00002	0.00002	-0.00006	-0.0001	0.00003	0	0	0.00002	-0.00001	-0.00001	-0.00004	-0.00004	0.00006	-0.00007	-0.00002	-0.00001	-0.00005	0.00003	0	0.00001	0.00004	0.00001	-0.00003	-0.00002	0.00001	-0.00001	-0.00002	0.00001	-0.00003	0.00002"
"54	""PB124 lrdm1 flipped_bw.txt""	6.26489	""R""	0.61734	0	0	0.51447	-0.00295	-0.00505	-0.00856	0.00513	0.01669	0.0079	0.01062	0.01777	-0.00219	-0.00092	0.00746	-0.00133	0.00094	0.00576	-0.00498	-0.00044	-0.00208	0.00055	-0.00317	0.00156	0.00115	0.00173	0.00019	-0.00042	-0.00162	-0.00036	0.00126	-0.00065	-0.00003	0.00055	-0.00087	0.0014	-0.00045	0.00011	-0.00056	-0.00081	-0.00085	0.00043	0.00055	-0.00013	0.00044	-0.00072	-0.00033	-0.00025	-0.00024	0.00049	-0.00037	-0.00052	0.0001	-0.00061	0.00036	0.00047	0.00015	0.00002	-0.00019	0.00005	-0.00019	-0.00024	0.00022	-0.00001	0.00008	-0.00036	-0.0003	0.00002	-0.00012	0.00014	0.00022	-0.0001	0.00003	-0.00048	0	0.00013	0.00018	0.00033	0.0001	-0.00015	-0.00001	-0.00034	0.00011	-0.00006	0.00027	0.00014	-0.00024	-0.00003	0.00001	-0.0003	-0.00012	0.00012	0.00019	-0.00002	-0.00005	0.00003	-0.00004	-0.00022	0.00018	0.00004	0.00009	-0.00002	0.00001	0.00005	0.00006	-0.00005	0.00008	-0.00018	0.00008	0.00007	0.00002	-0.00006	0.00007	0.00002	0.00005	0.00017	0.00013	0.00008	-0.00002	0.00001	-0.00004	0.00006	0.00001	-0.00002	0.00003	0.00001	-0.00003	0.00009	0.00002	0.00006	-0.00004	-0.00006	-0.00004	0.00004	0.00003	0.00001	0.00005	0.00005	0	0.00002	-0.00005	0.00005	-0.00002	-0.00002	0.0001	0.00004	-0.00001	-0.00008	0	0.00003	0	-0.00005	0.00009	-0.00003	-0.00007	0.00005	0.00002	0.00002	-0.00003	-0.00001	0.00001	0	0.00009	0.00004	0.00004	0.00004	0.0001	0	0.00003	0.00008	0.00004	-0.00006	0	0.00004	-0.0001	0.00002	0.00001	0.00005	-0.00008	0.00008	0	-0.00002	0.00002	0.00001	-0.00001	-0.00002	-0.00001	-0.00004	-0.00003	-0.00002	-0.00002	0	-0.00001	-0.00002	0	0.00002	0.00002	0	0.00003	-0.00004"
"55	""PB1255 lldm1 corrected_bw.txt""	7.1313	""R""	0.62126	0	0	0.51119	-0.00309	-0.00339	-0.00624	0.0022	0.01868	0.01005	0.01547	0.01761	-0.00032	0.00187	0.00928	-0.00369	0.00002	0.00837	-0.00638	0.00216	-0.00091	0.00333	-0.00271	0.00299	0.00054	0.00277	-0.00013	-0.00188	-0.00102	0.00187	0.00137	-0.00121	0.00046	0.0009	-0.00138	0.00125	-0.00022	0.00153	-0.00121	-0.00044	-0.00035	-0.00021	-0.0001	-0.00032	-0.00001	0.00012	-0.00044	0.00004	-0.00028	-0.00005	0.00029	0.00006	0.00011	-0.00003	0.00022	-0.00054	-0.0004	0.00016	0.00029	-0.0002	0.0001	-0.00017	-0.00021	0.00045	-0.00034	0.00069	0.00054	0.00024	-0.00029	-0.00018	0.00016	0.00025	-0.00028	0.00047	-0.00058	-0.00016	-0.00035	-0.00017	-0.00017	-0.00002	-0.00001	-0.00003	-0.00023	-0.00023	-0.00027	-0.00024	0.00004	0.00004	0.0001	-0.0003	-0.00011	0.00001	-0.00016	-0.00008	0.00017	-0.00023	0.00001	-0.00032	0.00004	-0.00001	0.00001	-0.00014	-0.00012	-0.00001	0.00006	-0.00011	0.00022	-0.00008	0.00006	-0.00007	0.0002	-0.00008	0.00008	0.00011	0.00015	0.00012	0.0001	0.00003	0.00001	0.00002	0.00009	0.00013	-0.00011	-0.00007	-0.00001	0.00006	0.00001	0.00019	0.00009	0.00005	0.00001	0.00009	-0.00005	0.00006	-0.00003	-0.0001	0	0.00004	-0.00001	-0.00005	-0.00002	0.00006	0.00001	0.00005	-0.00002	0.00008	0.00005	0.00007	-0.00004	0.00002	-0.00001	-0.00003	-0.00005	0.00003	-0.00008	-0.00003	-0.00005	0.00001	0.00002	0.00007	-0.00001	-0.00002	-0.00001	0	-0.0001	-0.00002	-0.00005	0.00001	-0.00004	-0.00006	-0.00003	0.00004	-0.00003	-0.00002	0.00003	-0.00006	-0.00003	-0.00003	0.00005	-0.00003	0.00002	-0.00005	-0.00009	-0.00003	0.00002	-0.00001	-0.00003	-0.00005	0.00005	-0.00005	0.00008	-0.00001	0.00004	-0.00004	0.00001	0	0.00002	-0.00001	0	0.00002"
