"	""ID""	""Area""	""Group""	""a1""	""b1""	""c1""	""d1""	""a2""	""b2""	""c2""	""d2""	""a3""	""b3""	""c3""	""d3""	""a4""	""b4""	""c4""	""d4""	""a5""	""b5""	""c5""	""d5""	""a6""	""b6""	""c6""	""d6""	""a7""	""b7""	""c7""	""d7""	""a8""	""b8""	""c8""	""d8""	""a9""	""b9""	""c9""	""d9""	""a10""	""b10""	""c10""	""d10""	""a11""	""b11""	""c11""	""d11""	""a12""	""b12""	""c12""	""d12""	""a13""	""b13""	""c13""	""d13""	""a14""	""b14""	""c14""	""d14""	""a15""	""b15""	""c15""	""d15""	""a16""	""b16""	""c16""	""d16""	""a17""	""b17""	""c17""	""d17""	""a18""	""b18""	""c18""	""d18""	""a19""	""b19""	""c19""	""d19""	""a20""	""b20""	""c20""	""d20""	""a21""	""b21""	""c21""	""d21""	""a22""	""b22""	""c22""	""d22""	""a23""	""b23""	""c23""	""d23""	""a24""	""b24""	""c24""	""d24""	""a25""	""b25""	""c25""	""d25""	""a26""	""b26""	""c26""	""d26""	""a27""	""b27""	""c27""	""d27""	""a28""	""b28""	""c28""	""d28""	""a29""	""b29""	""c29""	""d29""	""a30""	""b30""	""c30""	""d30""	""a31""	""b31""	""c31""	""d31""	""a32""	""b32""	""c32""	""d32""	""a33""	""b33""	""c33""	""d33""	""a34""	""b34""	""c34""	""d34""	""a35""	""b35""	""c35""	""d35""	""a36""	""b36""	""c36""	""d36""	""a37""	""b37""	""c37""	""d37""	""a38""	""b38""	""c38""	""d38""	""a39""	""b39""	""c39""	""d39""	""a40""	""b40""	""c40""	""d40""	""a41""	""b41""	""c41""	""d41""	""a42""	""b42""	""c42""	""d42""	""a43""	""b43""	""c43""	""d43""	""a44""	""b44""	""c44""	""d44""	""a45""	""b45""	""c45""	""d45""	""a46""	""b46""	""c46""	""d46""	""a47""	""b47""	""c47""	""d47""	""a48""	""b48""	""c48""	""d48""	""a49""	""b49""	""c49""	""d49""	""a50""	""b50""	""c50""	""d50"""
"44	""Ist III 1937-119-1950-6 llm2 O_bw.txt""	7.92675	""U""	0.6035	0	0	0.52686	0.00345	-0.00054	-0.00149	-0.00524	0.00984	-0.00285	-0.00531	0.01592	0.00742	-0.00425	-0.00533	-0.00462	-0.00141	-0.0033	0.00132	-0.00062	0.00285	-0.00404	0.00218	0.00602	-0.00103	-0.00109	0.00115	0.00014	-0.00019	-0.00105	0.00111	-0.00155	-0.00057	0.00064	0.00071	-0.00022	0.00141	0.00018	0.0003	-0.00121	-0.00005	-0.00002	-0.00089	-0.00027	0.00056	-0.00007	-0.00062	0.00166	-0.00038	-0.00083	-0.00033	0.00054	-0.00069	0.00034	0.00106	0.0001	-0.00006	-0.00034	0.00069	-0.00055	-0.00041	0.00055	-0.00044	-0.00022	0.00028	0.0004	0.00056	0.00017	0.00002	0.00001	-0.00003	-0.00026	0.00008	0.00065	-0.00014	-0.00009	0.00033	0.00012	0.00019	-0.00029	0.00014	0.00055	-0.00006	-0.00007	0.00028	0.00017	-0.00022	0.00035	0.00012	0.00021	-0.00025	0.00015	0.00005	0.00008	0.00005	-0.00002	-0.0001	-0.00005	-0.0001	0.00015	0.00003	0.00007	-0.00002	0.00009	-0.00011	-0.00007	0.00007	0	0.00003	-0.00005	-0.00014	0.00001	-0.00006	-0.00004	0.00001	-0.00004	0	0	0.00019	0.00003	0.00002	0	0.00002	-0.00008	-0.00005	0.00012	-0.00006	0.00001	0.00009	0.00003	-0.00001	0.00007	-0.00003	0.0001	0.00003	0	0.00001	-0.00001	0	0.00002	-0.00012	0.00002	-0.00006	0.0001	-0.00007	0.00008	0.00012	0.00005	-0.00002	0	0.00004	-0.0002	0.00002	0.0001	-0.0001	-0.00013	0.0001	0.00004	0	0.00003	0.00005	0.00001	-0.00002	0.00006	0.00005	0.00001	-0.00002	0.00004	-0.00002	-0.00002	-0.00005	0.00001	0.00003	0.00002	-0.00001	-0.00005	0.00003	0.00002	0.00009	-0.00004	0.00002	-0.00003	-0.00004	0.00008	0.00004	-0.00003	-0.0001	0	-0.00003	-0.00007	0	-0.00001	0.00003	-0.00007	0.00003	0.00001	0.00003	-0.00002	0.00006	-0.00008"
"45	""Ist III 1950-7 lrdm2 O flipped_bw.txt""	8.25718	""U""	0.59717	0	0	0.53292	0.00303	-0.00275	-0.005	-0.00869	0.00438	0.00495	0.0064	0.01598	0.00144	-0.00271	0.0016	0.00259	-0.0054	0.00502	-0.00168	-0.00034	-0.00529	0.00032	0.00328	0.00686	-0.00474	0.00412	0.00278	0.0006	-0.00625	0.00061	-0.00219	-0.00288	-0.00236	0.0027	-0.00204	-0.00185	-0.00127	-0.0006	0.00042	-0.00215	-0.00057	0.00009	-0.00131	-0.00028	-0.00027	-0.00068	-0.00044	0.00153	-0.00088	-0.00059	0.00101	0.00083	-0.00058	-0.00051	0.00062	-0.00027	-0.00077	-0.00036	-0.00055	-0.00039	0.00044	-0.00039	0.00018	-0.00071	0.00018	-0.00015	0.0007	-0.00064	0.00027	-0.00058	-0.00062	0.00094	0.00035	0.00017	-0.0003	0.00036	-0.00014	-0.00033	0.0007	-0.00031	0.00023	0.00006	0.00005	0.00009	-0.00011	0.00027	-0.00004	0.00048	0.00015	0.00025	0.00027	0.00002	-0.00011	0.00011	-0.00016	-0.00021	0.00007	0.00024	-0.00037	-0.00004	0.00002	-0.0001	-0.00022	-0.0001	-0.00006	0.00011	0.00006	0.00008	0.00013	-0.00011	0.00016	0.00005	-0.00009	0.00017	0.00004	-0.00001	0.00006	0	0.00005	-0.00004	0.00007	0.00003	-0.00013	-0.0002	-0.00014	0.00006	0.00008	0.00026	0.00007	-0.00002	0.00006	0.00012	-0.00018	-0.00004	-0.00024	-0.00023	-0.00003	-0.00003	-0.0001	0.00004	0.00002	0	0.0002	0.00003	-0.00004	-0.00006	0.00002	-0.00005	0.00004	0.00008	-0.00001	-0.00002	0	0.00004	0.00014	0.00001	0.00004	0.00011	0.00005	0.00001	0.00004	0.00005	-0.0001	-0.00004	0.00003	0.00011	-0.00003	0.00001	0.00005	-0.00002	0	0.00006	0.00008	0.00004	-0.00004	-0.00003	-0.00001	-0.00004	0	0.00001	0.00005	-0.00007	-0.00006	0.00002	0	-0.00001	0.00003	-0.00004	-0.00001	-0.00006	0.00005	0.00002	0.00003	-0.00001	0.00001	-0.00002	0.00001	-0.00002	0.00003	-0.00005"
"46	""IT 1105 lrdm2 flipped_bw.txt""	7.51371	""R""	0.59723	0	0	0.53264	-0.00431	0.00031	-0.00257	-0.00432	-0.00023	0.00403	0.00345	0.02226	-0.00294	-0.00615	-0.00778	0.00116	-0.01008	-0.00202	-0.00676	-0.00294	-0.00556	-0.0028	0.00812	0.00156	-0.0048	-0.0021	0.00419	-0.00338	-0.00403	0.00151	-0.00216	-0.0026	-0.00181	-0.00039	-0.00218	0.00014	-0.00196	-0.00059	-0.00157	0.00061	-0.00195	-0.00101	0.00055	0.00099	-0.00259	-0.00046	0.00159	0.00096	-0.00182	0.00008	0.00046	-0.0005	-0.00132	0.00032	-0.00053	-0.00157	-0.00066	0.00024	-0.00032	-0.00032	-0.00017	-0.00005	-0.0003	0.00043	-0.00026	-0.00024	-0.00054	0.00025	-0.00025	-0.00011	0.00002	0.00035	-0.00019	-0.00014	0.00038	0.00021	-0.00002	0.00017	0.00023	-0.0002	-0.00006	0.00003	-0.00003	-0.00007	0.00012	0.00004	-0.00039	0.00008	0.0001	-0.0001	-0.00032	0.00003	-0.00004	-0.00004	0.00014	0.00031	0.00005	-0.00008	0.00023	0.00018	-0.00009	0.00011	0.00009	-0.00013	0.00007	0.00007	0.00004	-0.0001	0.00003	0.00004	-0.00015	-0.00003	0.00008	0.00001	-0.00014	0	-0.00005	-0.00007	0	0.00011	-0.00004	-0.00003	0.00004	0.00014	-0.00004	-0.00001	0.00007	-0.00009	-0.00007	0.00005	0.00012	-0.00009	0.00003	-0.00002	-0.00002	-0.00002	-0.00004	0.00003	-0.0001	-0.00003	0	-0.0001	-0.00007	0.00004	-0.00004	-0.00001	0.00002	0.00005	-0.00006	-0.00005	0.00009	0.00002	-0.00004	0	0.00004	-0.00004	-0.00006	0.00004	0.00006	0	-0.00002	-0.00002	-0.00004	0	-0.00006	0	-0.00008	0.00002	-0.00002	-0.00005	0	0.00004	-0.00007	-0.00006	0.00001	0	0	0	0.00005	-0.00004	-0.00002	-0.00003	0.00004	-0.00004	0.00006	0.00003	0	-0.00001	0.00002	-0.00005	-0.00006	0.00002	0.00004	-0.00002	-0.00006	0.00005	-0.00001	-0.00006	0.00002	0.00002"
"47	""IT Italy 2 lrdm2 flipped_bw.txt""	8.10667	""R""	0.60466	0	0	0.52569	0.00581	-0.00157	0.00017	-0.00508	0.0053	0.00188	0.00292	0.02447	0.00376	-0.0037	-0.0046	0.00073	-0.00483	-0.00085	-0.00468	-0.006	0.00125	-0.00208	0.00401	0.00153	-0.00083	-0.00073	0.00306	0.00039	-0.00011	-0.0014	-0.00284	-0.00048	-0.00037	0.0001	-0.00089	0.00025	-0.00023	-0.00149	0.00113	0.00052	-0.00018	-0.00028	-0.00009	-0.00067	-0.00036	-0.00043	0.00034	-0.00036	0.00018	-0.00002	0.00063	0.00018	-0.00003	-0.00002	-0.00022	-0.00003	-0.00019	-0.00027	-0.00079	0.00022	-0.00005	0.00031	0.00054	0.00005	-0.00044	-0.00036	0.00035	0.0001	0.00009	0.00035	-0.00026	-0.00031	-0.00032	-0.00006	0.00009	-0.00012	0.00002	0.00008	-0.00018	0.00033	-0.00001	-0.00004	-0.00018	-0.00027	-0.00022	-0.00012	0.00001	-0.00005	0	-0.00008	0.00001	0.00029	-0.00023	-0.00011	-0.00003	0.00007	-0.00002	-0.00004	0.00006	-0.00023	-0.00027	-0.00001	0.00013	0.00005	0.00004	-0.00001	-0.0001	0.00006	-0.00018	0.00004	-0.00003	-0.00014	-0.00007	-0.00004	0.00006	0.00014	-0.00004	-0.00002	-0.00009	-0.00001	-0.0001	0.00005	0.00004	-0.00015	-0.00002	-0.00013	-0.00003	0.00001	-0.00001	0.0001	0	0.00004	-0.00008	-0.00012	-0.00002	0.00005	0.00002	0.00006	-0.00003	-0.00005	-0.0001	-0.00007	0.00006	0.00002	0	0.00002	-0.00004	0.00004	-0.00003	-0.00002	0	-0.0001	-0.00005	-0.00002	0	0.00003	0.00011	0.00002	-0.00001	-0.00008	-0.0001	-0.00002	0	0.00002	0.00014	0.00001	0.00002	0.00004	-0.00006	0.00001	0.00004	-0.00005	0.00007	0.00004	-0.00001	0.00001	0.00002	-0.00003	-0.00006	-0.00004	-0.00001	0.00007	0.00003	0.00007	0.00002	-0.00009	-0.00004	0.00004	-0.00008	0.00009	0.00004	0.00002	0.00003	-0.00007	0.00005	-0.00003	-0.00004	0.00005	-0.00008	-0.00006"
"48	""Kebara 1 lldm2 O_bw.txt""	8.59415	""N""	0.58119	0	0	0.54761	0.00111	0.00104	0.00273	-0.00088	0.00233	0.0035	0.00447	0.0097	-0.0004	-0.00217	-0.00502	0.00189	-0.00194	0.00227	-0.00263	-0.00243	-0.00021	-0.00325	0.00129	-0.00161	-0.00145	0.00069	0.00101	0.00178	0.00009	-0.0006	0.00118	0.00088	-0.00146	-0.00009	-0.00133	-0.00074	-0.0003	0.00048	-0.00004	-0.00017	-0.00001	-0.00047	0.00049	-0.00081	-0.0001	0.00051	0.00022	-0.00015	0.00025	-0.00024	-0.00005	0.00037	0.00005	0.00047	-0.00017	0.00017	0.00014	-0.00009	0.00005	-0.00017	-0.00011	0.00019	-0.00021	-0.00013	0.00031	0.00011	0.00025	-0.00008	-0.0002	0.00009	0.00018	0.00024	-0.00007	-0.00003	-0.00039	0.00054	-0.00009	0.00001	-0.00024	-0.00031	-0.00012	-0.00006	0.00027	-0.0004	0.00005	0.00002	0.00023	0.00007	0.00011	0.00006	-0.00008	0.00008	-0.00004	0.00011	-0.00001	0.00005	-0.00005	0	-0.00002	0.00014	0	0.00023	0.0001	-0.00009	-0.00007	0	0.00002	-0.00018	0.00003	0.00013	-0.00013	0.00004	0.00004	-0.00003	-0.00004	0.00008	-0.00008	-0.00012	-0.00016	0.00009	0	-0.00002	0.00003	-0.00002	-0.00009	-0.00012	0.00013	-0.00009	-0.00006	-0.00004	-0.00002	0.00008	-0.00008	-0.00002	-0.00001	0.00007	-0.00006	-0.00005	0.00002	-0.00005	-0.00007	-0.00001	0.00003	-0.00005	-0.00004	-0.00001	0	0.00002	0.00006	-0.00005	-0.00005	-0.00009	-0.00003	-0.00005	-0.00004	-0.00003	0.00004	-0.00003	0.00004	0.00012	0.00003	-0.00003	0.00005	-0.00004	-0.00005	0.00002	0.00001	-0.00002	0.00001	0.00001	0	0.00006	0.00001	-0.00001	-0.00004	-0.00004	-0.00003	0	-0.00001	0	0.00004	-0.00002	0.00001	-0.00001	-0.00003	0.00001	0.00002	-0.00001	0.00003	0	0.00003	0.00001	-0.00001	0.00003	0	0.00001	-0.00002	0	-0.00003	0.00004"
"49	""Kostenki 12 lrdm2 O flipped corrected_bw.txt""	8.62825	""U""	0.60621	0	0	0.52443	-0.00001	0.00339	0.00246	-0.00122	0.00172	0.00124	0.00041	0.03004	0.00068	-0.00229	-0.00606	-0.00129	-0.01011	0.00057	-0.00235	-0.00602	-0.00192	-0.00348	0.00088	0.00469	-0.00476	0.00162	0.00423	0.00176	-0.0019	-0.00062	0.00207	-0.00306	-0.0016	0.00195	-0.00267	-0.00322	-0.00008	0.00139	0.00061	0.00042	0.00055	0.00049	0.00094	0.00034	0.00034	0.0006	-0.00146	-0.00036	0.00031	-0.00021	-0.00113	0.00062	0.00017	0.00016	0.0006	0.00032	0.00026	-0.00028	0.00077	-0.00057	0.00012	-0.00002	-0.00027	0.00007	0.00027	-0.00031	-0.00032	0.00033	0.00003	0	0.0001	-0.0002	0.00001	-0.00033	-0.00009	0.00004	-0.00003	-0.00007	0.00011	0.00022	-0.00024	-0.00027	0.00018	0.00015	-0.00029	0.00002	-0.00019	0.00019	-0.00007	0.0001	0.00018	-0.00025	-0.00023	0.00001	0.00029	-0.00026	0.00018	0.00029	0.00002	-0.0002	0.00014	-0.00007	-0.00047	-0.00026	0.00013	0.00018	-0.00017	0.00031	0.00015	-0.00005	0.00031	0.00023	-0.00007	0.00003	-0.00004	0.00001	0.00001	0.00008	-0.00003	0.00006	-0.00011	-0.00006	-0.00004	0.00008	-0.00002	0.00011	0.0001	-0.00001	-0.00003	-0.00006	0.00013	-0.00018	-0.00001	0.00002	-0.0001	-0.00009	0.0001	-0.00004	-0.00011	-0.00009	-0.00001	-0.00001	-0.00003	0.0001	0.00009	-0.00008	0.00002	0.00011	-0.00008	0	0.00006	-0.00003	0.00001	0.00001	0.00003	-0.00001	0	0.00001	-0.00005	-0.00003	-0.00005	0.00005	0.00006	0.00009	-0.00005	-0.00004	0.00002	0.00006	-0.00006	0.00009	0.00001	-0.00008	-0.00005	-0.00001	0.00002	-0.00002	-0.00001	0.00001	-0.00009	-0.00001	0.00001	-0.00002	-0.00001	-0.00006	-0.00001	-0.00006	0	0.00005	0.00005	-0.00003	-0.00002	0	-0.00002	-0.00004	0.00003	-0.00004	0.00004	-0.00003	-0.00001	0.00002"
"50	""Kostenki 15  lldm2 O_bw.txt""	8.71459	""U""	-0.60764	0	0	-0.52292	0.00215	0.00009	-0.00173	-0.00582	-0.00673	-0.00409	-0.00416	-0.02537	0.00125	-0.00211	-0.00376	0.00372	0.00639	0.00055	0.00693	0.00193	-0.00204	-0.00097	0.00476	0.00217	0.00281	0.0002	-0.00637	0.00099	-0.00149	0.00079	-0.00123	-0.00225	0.00022	-0.00109	0.00297	0.0019	0.00072	-0.00062	-0.00127	-0.00088	-0.00128	0.0006	0.00045	0.00007	0.00038	-0.00088	0.00035	0.00126	-0.00043	0.00039	-0.00073	-0.00117	-0.00004	0.00012	0.00089	-0.0001	-0.00019	-0.00031	-0.0004	0.00052	0.00007	0.00057	0.00009	-0.00034	-0.00024	-0.0003	0.0003	0.0002	0.00008	0.00011	-0.00068	0.00004	-0.00001	-0.00009	0.00022	-0.0004	-0.00005	-0.00019	0	0.00024	0.00019	-0.00012	-0.00017	-0.00008	-0.00016	-0.00019	0.00023	0.00006	0.00005	-0.00012	-0.00012	0.0002	-0.00005	-0.00003	0.00008	-0.00022	-0.0001	0.00001	0.00024	0.00015	0.00009	-0.00001	-0.00017	-0.0001	-0.00016	0.0001	0	-0.00011	0.0001	-0.00001	0.00006	0.0002	-0.00008	0.00006	-0.00006	-0.00006	0.00003	0.00003	0.00005	-0.00004	-0.00005	-0.00001	-0.00008	0.00001	0.00001	0	-0.00003	-0.00001	0.00002	0.00003	0.00012	0.00002	-0.00002	-0.00002	-0.00002	0.00001	0.00007	0.00004	-0.00002	-0.00008	0	0.00001	0.00002	-0.00002	0.00004	0	-0.00003	0.00005	0	-0.00003	-0.00001	0.00004	-0.00005	0	0	0.00005	-0.00004	-0.00006	-0.00003	-0.00001	-0.00004	0.00001	0.00001	-0.00002	-0.00002	-0.00002	0.00004	-0.00002	0	0	-0.00001	-0.00003	0.00002	0.00005	0.00004	0.00001	0.00001	0	0.00001	-0.00001	0.00004	0.00006	-0.00001	-0.00001	0	0.00002	0.00001	0.00002	0.00005	0.00001	-0.00003	-0.00003	0.00001	0.00001	-0.00002	-0.00001	0.00004	-0.00004	-0.00004	0.00001"
"51	""KRP 51 lldm2 O _bw.txt""	6.65886	""N""	0.63496	0	0	0.50023	-0.00814	0.00803	0.00895	0.0112	0.03183	0.0093	0.01488	0.00596	-0.00585	0.00785	0.00098	-0.00524	0.00771	0.00812	-0.00663	0.01162	0.00193	0.00383	-0.00312	-0.0046	0.00053	0.00047	-0.00263	-0.00095	0.00199	0.00033	-0.00187	0.00131	0.00116	-0.00011	0.00057	-0.00053	0.00004	-0.0006	-0.00002	0.00049	0.00029	0.00051	0.00022	0.00051	0.0002	0.00002	0.00025	-0.00022	0.00007	0.00008	-0.00076	-0.00008	0.00009	0.00004	-0.00039	0.00024	0.00026	-0.00009	0.00011	0.0001	0	-0.00038	-0.00019	-0.00013	-0.00002	0.00017	0.00001	0.0001	0.00023	-0.00018	0.00001	-0.00021	0.00016	-0.00014	-0.00031	-0.00026	0.0003	-0.00024	-0.0003	-0.00018	0.00024	0.00009	0.00035	0.00024	0.00054	-0.00028	0.00027	-0.00008	0.00006	0.00006	-0.0004	-0.00013	0.00027	0	0.00004	0.00034	0.00022	-0.00013	0.00004	0.00001	0.00007	0.00003	0.00011	0.00001	-0.00003	0.00002	0.00001	0.00024	0.00008	0.00015	0.00003	0.00011	-0.00007	-0.00006	-0.00005	-0.00006	-0.00006	0.0001	-0.00014	0.00005	-0.00004	-0.00009	-0.00009	0.00006	-0.00001	0.00002	0	-0.00007	-0.00003	-0.00008	0.00002	-0.00014	0.00005	0.00009	0.00004	0	0.00011	-0.00007	-0.00003	-0.00007	0.00006	0.00005	-0.00011	-0.00002	0.00012	-0.0001	0.00001	0.00003	0.00008	-0.00006	-0.00004	0.00002	0.00005	-0.00006	0.00002	0.00009	0.00001	-0.00006	-0.00004	0.00008	0	-0.00007	-0.00005	0.00002	0.00001	-0.00008	-0.00009	-0.00004	0.00006	-0.00005	0.00005	-0.00006	0.00008	-0.00011	0.00003	-0.00003	0.00005	0	0.00001	0.00005	0.00003	-0.00003	0.00013	0.00007	0	-0.00003	0	0.00007	0.00001	0.00006	0.00003	-0.00004	-0.00006	0.00004	0.00007	0.00009	0.00001	0.00005	-0.00008	0.00005"
"52	""KRP 53 lrdm2 O flipped_bw.txt""	8.50667	""N""	0.58638	0	0	0.5429	-0.00291	0.00623	0.00727	0.00291	0.00218	0.00708	0.00788	0.01283	-0.00073	0.00104	-0.00602	-0.00217	-0.00541	0.00616	-0.00317	-0.00016	-0.00035	-0.00112	0.00165	0.00145	-0.00117	0.00329	0.00156	-0.00278	-0.00047	-0.00083	-0.00103	-0.00099	0.001	0.00153	-0.002	-0.0001	0.00109	-0.0009	0.00058	-0.00082	0.0001	-0.00086	-0.00043	0.00091	0.00061	-0.00013	0.00016	0.00076	-0.00082	-0.00074	0.00029	0.00015	-0.00001	0.00032	0.00027	0.0001	-0.00043	-0.00014	0.00028	-0.00059	0.00012	0.00053	-0.00002	-0.00019	0.00024	0.00022	0.0002	-0.0001	0.00002	0.00017	-0.00022	0.0002	0.00007	-0.00012	-0.00052	0.00037	-0.00026	-0.00007	-0.00006	0.00015	0.00001	-0.00049	0.00002	-0.00026	-0.00024	-0.00011	-0.00007	-0.00025	0.00009	0.00003	0.00058	0.00007	-0.00007	0.00002	0.00028	0.0001	-0.00008	0.0002	-0.00035	0.00018	-0.00005	0.00012	-0.00019	-0.00007	0.00013	0.00006	0.00004	-0.00034	0.00017	0.00002	0.00011	-0.00019	0.00018	0.00001	-0.00004	0.00025	0.00013	-0.00009	-0.00021	0.00024	0.0001	-0.00008	-0.00003	-0.00014	-0.00009	-0.00018	0.00012	0.00003	-0.00002	-0.00007	-0.00004	0.00018	0.00003	-0.00009	-0.00002	-0.00017	-0.00006	-0.00003	0.00005	-0.00009	0.0001	-0.00004	0.00002	0.00006	0.00002	0.00003	0	-0.00002	-0.00002	-0.00002	-0.00001	0.00014	0.00009	-0.00002	-0.00005	-0.00003	-0.00004	0.00001	0.00005	-0.00007	0.00007	-0.00001	0.00004	0.00006	0.00001	0	-0.00005	-0.00002	0.00003	0.00001	0	-0.00001	0.00005	-0.00007	-0.00006	-0.00003	0.00004	0.00003	0	-0.00001	0.00004	-0.00006	0.00006	0.00005	0.00006	-0.00001	-0.00007	-0.00002	-0.00001	0.00001	0.00004	0.00001	0.00001	-0.00004	0.00002	0.00006	0	0.00004	-0.00001	-0.00004"
"53	""KRP_D62 lldm2 O_bw.txt""	8.16302	""N""	0.597	0	0	0.53303	-0.00652	0.00254	0.00176	0.00583	0.00388	0.0056	0.00788	0.01805	-0.00493	-0.00421	-0.008	-0.00113	-0.00769	0.00237	-0.00636	0.0003	-0.00276	-0.00355	0.00418	0.00074	-0.00413	0.00064	0.00371	-0.00154	-0.00087	-0.00076	-0.00068	-0.00185	-0.00131	0.00222	-0.00052	-0.00062	0.00184	-0.00024	0.0007	-0.00103	0.00026	0.00054	-0.00103	-0.00062	0.00126	0.00032	0.00001	0.00133	0.00066	-0.00047	-0.00036	0.00014	0.00048	0.0002	-0.00015	0.00001	0.0003	-0.00053	0.00036	0.0002	0.00026	0.00026	0.00015	0.00004	0.00018	-0.00021	0.00017	-0.00012	0.00019	0.00009	-0.00016	-0.00013	0.00016	-0.00002	-0.00004	-0.00001	0.00007	-0.00012	-0.00024	0.00009	0.00014	0.00003	0.00007	-0.00006	-0.00017	-0.00005	0.0002	0.00011	0.00012	0.00016	0.00003	0.00013	-0.00012	0.00014	0.0001	-0.0001	0.00003	0.00006	-0.00009	0.00001	-0.00003	0.00009	-0.00009	-0.00004	0.00001	0.00003	0.00002	-0.00005	0.00014	0	0	-0.00015	0.00002	0	-0.00006	0	0.00013	-0.00012	-0.0001	0.00014	-0.00006	-0.00003	0.00003	0.00015	-0.00007	-0.00009	0.00013	0.00014	-0.00005	0	0	-0.00017	-0.00008	0.00004	0.00002	-0.00012	0.00008	0.00002	0.00004	0.00002	0	0.00003	-0.00005	0.00002	0.00004	0	-0.00004	0.00001	0.00001	0.00004	0.00002	-0.00005	0.00001	0.00001	0.00003	0.00004	0.00005	0.00006	0	0	-0.00004	0	-0.00005	0.00002	0.00004	0.00004	-0.00001	0.00001	-0.00002	-0.00003	0.00003	-0.00001	-0.00003	0	-0.00001	0.00005	-0.00005	-0.00001	-0.00003	0.00003	-0.00003	0.00001	0.00004	-0.00004	-0.00001	0.00003	0.00007	-0.00006	-0.00003	0.00003	-0.00003	0.00002	0.00005	0.00001	-0.00009	-0.00002	0	0.00002	0.00003	-0.00002"
"54	""KRP_D63 lldm2 O_bw.txt""	8.83618	""N""	0.59588	0	0	0.53417	-0.0062	0.00229	0.0007	0.0116	0.00427	0.00683	0.00876	0.01657	-0.00375	-0.0068	-0.00952	-0.00526	-0.00603	0.008	-0.00204	-0.00137	-0.00141	-0.00451	0.00637	0.00272	-0.00069	0.00463	0.00101	-0.00295	-0.00184	-0.00174	-0.00251	-0.00105	0.00098	0.00238	-0.0021	0.00066	0.00024	-0.00148	0.00148	-0.00071	-0.00013	-0.00067	-0.00092	0.00018	0.00016	-0.00003	0.0005	0.00109	-0.0004	-0.00082	0.00023	-0.00037	-0.00007	-0.00008	-0.00033	0.00006	-0.00047	0.00018	0.00071	-0.00014	-0.00006	-0.00028	-0.00015	0	-0.00008	0.00068	-0.00012	-0.00032	-0.00029	-0.00008	0.00018	0.00027	0.00014	0.00091	0.0002	0.00016	-0.00024	0.00022	0.00007	-0.00016	0.00004	0.0007	-0.00008	-0.00004	0.00001	0.00043	0.00005	-0.00007	0.00006	0.00035	-0.00014	0	0.00021	0.00019	-0.00013	-0.00014	-0.0001	0	-0.00022	-0.00006	0.00018	-0.00002	-0.00006	0.00022	-0.00016	-0.00011	0.00011	0.00007	0	-0.00017	-0.00009	0	-0.00017	0	0.00004	-0.00006	0.00002	-0.00004	0.00023	-0.00005	-0.00007	0.00003	0.00002	0.00001	0.00007	0.00007	-0.00011	-0.00002	0.00008	-0.00004	-0.00004	-0.00015	0.00005	0.00005	0.00005	0.00008	0.00004	-0.0001	-0.00001	0.00019	0.00005	-0.00002	-0.00009	-0.00004	0	-0.00009	0.00007	-0.00012	-0.00001	-0.00009	0.00001	0.00012	0.00001	-0.00003	-0.00002	0.00004	0.00002	-0.00008	0.00003	-0.00011	0.00003	-0.00003	0.00001	-0.00007	0.00004	-0.00003	-0.00005	0.00003	0.00009	0.00005	0.00005	0.00002	0.00006	-0.00005	0.00002	-0.00004	0.00006	0.00006	-0.00001	0.00002	0.00001	0.00002	0.00003	0.00006	0	0.00005	-0.00001	0.00005	0.00003	0.00004	0.00003	-0.00011	-0.00004	-0.00003	-0.00006	-0.00003	0	0.00002	-0.00006	0.00011"
